Week,Game ID,Field Type,Stadium Type,Weather Temperature,Weather Condition,Weather Wind Speed,Team,Opponent,Location,Player Name,Position,Rushing Attempts,Rushing Yards,Rushing TD,Receiving Targets,Receptions,Receiving Yards,Receiving TD,Total TD,Fumbles,Pass Attempts,Pass Completions,Passing Yards,Passing TD,Interceptions
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Byron Maxwell,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Cliff Avril,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Kam Chancellor,SAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Jimmy Staten,DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,D'Anthony Smith,DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,DeShawn Shead,DB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Earl Thomas,FS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Jon Ryan,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Justin Britt,OT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Tony McDaniel,DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Jordan Hill,DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Jeremy Lane,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Anthony McCoy,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Josh Aubrey,DB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Brandon Mebane,DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Malcolm Smith,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Jermaine Kearse,WR,0,0,0,3,1,8,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Michael Bennett,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Jesse Williams,DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Steven Terrell,SAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Chris Matthews,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Eric Pinkins,SAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,C.J. Davis,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Kevin Norwood,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Jeron Johnson,SAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Marshawn Lynch,RB,20,110,2,1,1,14,0,2,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Phil Bates,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Bruce Irvin,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Marcus Burley,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,B.J. Daniels,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Cassius Marsh,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,James Carpenter,OT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Derrick Coleman,RB,0,0,0,1,1,15,1,1,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,J.R. Sweezy,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Doug Baldwin,WR,0,0,0,5,3,14,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Stephen Schilling,OT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Taylor Price,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Kevin Pierre-Louis,OLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Garry Gilliam,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Richard Sherman,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Bobby Wagner,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Zach Miller,TE,0,0,0,4,3,42,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Nate Isles,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,RaShaun Allen,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Clint Gresham,LS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Robert Turbin,RB,6,27,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Bryan Walters,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,A.J. Jefferson,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,K.J. Wright,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Greg Scruggs,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Russell Wilson,QB,7,29,0,0,0,0,0,0,0,28,19,191,2,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Ricardo Lockette,WR,0,0,0,3,2,38,1,1,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,O'Brien Schofield,OLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Julius Warmsley,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Percy Harvin,WR,4,41,0,7,7,59,0,0,1,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Kevin Williams,DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Tharold Simon,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Tarvaris Jackson,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Brock Coyle,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Cooper Helfet,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Lemuel Jeanpierre,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Steven Hauschka,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Mike Morgan,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Christine Michael,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Heath Farwell,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Luke Willson,TE,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Terrance Parks,DB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Demitrius Bronson,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Russell Okung,OT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Alvin Bailey,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Max Unger,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Seahawks,GB,Home,Paul Richardson,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Datone Jones,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Chris Banjo,SAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Mason Crosby,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Jarrett Bush,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Clay Matthews,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Brad Jones,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Aaron Rodgers,QB,0,0,0,0,0,0,0,0,0,33,23,189,1,1
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Scott Tolzien,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Carl Bradford,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,T.J. Lang,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Justin Perillo,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Jared Abbrederis,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Tramon Williams,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Jeff Janis,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Brett Goode,LS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Lane Taylor,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Aaron Adams,OL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Derek Sherrod,OT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,A.J. Hawk,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Jarrett Boykin,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Randall Cobb,WR,0,0,0,9,6,58,1,1,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Andrew Quarless,TE,0,0,0,4,3,26,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Nick Perry,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Luther Robinson,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Jake Stoneburner,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,John Kuhn,FB,1,2,1,0,0,0,0,1,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Garth Gerhart,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Michael Hill,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Morgan Burnett,SAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Andy Mulumba,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Bryan Bulaga,OT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Davante Adams,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Eddie Lacy,RB,12,34,0,3,3,11,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,DuJuan Harris,RB,1,7,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Mike Daniels,DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Ha Ha Clinton-Dix,SAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Richard Rodgers,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Micah Hyde,FS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Khyri Thornton,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Don Barclay,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Mike Pennel,DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Tim Masthay,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Demetri Goodson,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Julius Peppers,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Ryan Taylor,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Matt Flynn,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Sam Barrington,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,J.C. Tretter,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,David Bakhtiari,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,B.J. Raji,DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Brandon Bostick,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Adrian Hubbard,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Sean Richardson,SAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Jayrone Elliott,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Davon House,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Josh Boyd,DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Nate Palmer,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Josh Sitton,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Sam Shields,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Letroy Guion,DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Mike Neal,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Kevin Dorsey,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Casey Hayward,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Jamari Lattimore,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Myles White,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Jordy Nelson,WR,0,0,0,14,9,83,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Jeremy Vujnovic,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Jumal Rolle,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,James Starks,RB,7,37,0,3,2,11,0,0,0,0,0,0,0,0
1,1,artificial,outdoor,73,Sunny,11,Packers,SEA,Away,Corey Linsley,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Sean Weatherspoon,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Drew Davis,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Joe Hawley,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Matt Bosher,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Javier Arenas,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Julio Jones,WR,0,0,0,9,7,116,0,0,1,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Patrick DiMarco,FB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Terren Jones,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Robert Alford,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Devonta Freeman,RB,2,15,0,2,2,18,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Courtney Roby,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Cliff Matthews,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Kroy Biermann,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Dwight Lowery,SAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Stansly Maponga,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Peter Konz,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Gabe Carimi,OL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Lamar Holmes,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Kemal Ishmael,SAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Tyler Starr,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Harry Douglas,WR,0,0,0,7,6,69,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Jonathan Babineaux,DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Jacques Smith,OLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Levine Toilolo,TE,0,0,0,6,3,19,1,1,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Malliciah Goodman,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,James Stone,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Jerome Smith,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Jon Asamoah,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Prince Shembo,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Dezmen Southward,SAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Nate Stupar,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Roddy White,WR,0,0,0,7,5,72,1,1,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Ra'Shede Hageman,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Matt Ryan,QB,3,15,0,0,0,0,0,0,0,43,31,448,3,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Jonathan Massaquoi,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Steven Jackson,RB,12,52,0,3,1,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Joplo Bartu,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Sean Baker,SAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Mike Johnson,OL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Antone Smith,RB,2,7,0,1,1,54,1,1,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Corey Peters,DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Jake Matthews,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Sam Baker,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Josh Wilson,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Bernard Reedy,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Ricardo Allen,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Bear Pascoe,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,artificial,dome,84,Overcast ,4,Falcons,NO,Home,Paul Worrilow,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
