Conference,Division,Team,Game Type,Week,Venue,Venue Capacity,Venue Surface,Venue Type,Temperature,Weather Condition,Humidity,Wind Speed,Wind Direction,Total First Downs,Passing First Downs,Rushing First Downs,Penalty First Downs,Third Down Attempts,Third Down Conversions,Third Down Conversion %,Third Down Passing Conversions,Third Down Rushing Conversions,Third Down Penalty Conversions,Fourth Down Attempts,Fourth Down Conversions,Fourth Down Conversion %,Fourth Down Passing Conversions,Fourth Down Rushing Conversions,Fourth Down Penalty Conversions,Total Plays,Total Yards,Yards per Play,Rushing Plays,Rushing Yards,Rushing Yards per Play,Passing Plays,Passing Completions,Passing Yards per Play,Interceptions,Sacks,Net Passing Yards,Gross Passing Yards,Sack Yards,Total Return Yards,Punt Returns,Punt Return Yards,Kick-off Returns,Kick-off Return Yards,Interception Returns,Interception Return Yards,Kick-offs,Kick-offs in Endzone,Touchbacks,Punts,Average Punt Yards,Punts Blocked,Average Net Punt Yards,Penalties,Penalty Yards,Fumbles,Fumbles Lost,Total TD,Passing TD,Rushing TD,Interception TD,Fumble TD,Punt Return TD,Kick-off Return TD,Field Goal Return TD,Extra Point Attempts,Extra Points Made,Extra Points Blocked,Two-Point Conversion Attempts,Two-Point Conversions Made,Field Goal Attempts,Field Goals Made,Field Goals Blocked,Redzone Visits,Redzone TD,Redzone Efficiency,Goal-to-go Attempts,Goal-to-go TD,Goal-to-go Efficiency,Safeties,Turnovers,Points Scored,Time of Possesion,Win / Loss
NFC,NFC South,NO,REG,12,Mercedes-Benz Superdome,76468,artificial,dome,,,,,,26,20,3,3,12,5,41.667,4,1,0,1,0,0,0,0,0,70,525,7.5,21,126,6,45,35,8.143,1,4,399,420,21,7,1,7,1,20,0,0,6,5,3,3,48.667,0,48.667,5,50,1,0,3,3,0,0,0,0,0,0,3,3,0,0,0,2,2,0,5,2,40,4,2,50,0,1,27,29:45,L
AFC,AFC North,BAL,REG,12,Mercedes-Benz Superdome,76468,artificial,dome,,,,,,23,9,12,2,13,9,69.231,6,3,0,0,0,0,0,0,0,57,449,7.877,32,215,6.719,24,18,9.36,0,1,234,243,9,44,2,0,2,52,1,44,7,7,6,2,63,0,59.5,6,42,1,1,4,1,2,1,0,0,0,0,4,4,0,0,0,2,2,0,5,2,40,1,0,0,0,1,34,30:15,W
NFC,NFC North,DET,REG,13,Ford Field,65000,artificial,dome,,,,,,28,19,7,2,12,5,41.667,3,2,0,2,1,50,0,1,0,70,474,6.771,23,91,3.957,45,34,8.149,0,2,383,390,7,14,2,14,3,65,2,0,7,7,6,3,51,0,42.667,5,38,2,1,4,2,2,0,0,0,0,0,4,4,0,0,0,2,2,0,4,3,75,3,3,100,0,1,34,33:25,W
NFC,NFC North,CHI,REG,13,Ford Field,65000,artificial,dome,,,,,,18,16,0,2,12,5,41.667,5,0,0,0,0,0,0,0,0,59,269,4.559,8,13,1.625,48,31,5.02,2,3,256,280,24,25,2,25,1,24,0,0,4,4,1,6,48,0,45.667,5,41,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,1,1,0,4,2,50,2,2,100,0,2,17,26:35,L
NFC,NFC East,DAL,REG,13,AT&T Stadium,80000,artificial,retractable_dome,,,,,,16,10,4,2,12,4,33.333,3,1,0,1,0,0,0,0,0,58,267,4.603,25,93,3.72,29,18,5.273,2,4,174,199,25,0,0,0,6,167,0,0,3,3,3,5,45.6,0,39.2,6,42,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,2,1,50,1,1,100,0,3,10,29:35,L
NFC,NFC East,PHI,REG,13,AT&T Stadium,80000,artificial,retractable_dome,,,,,,26,9,14,3,15,8,53.333,4,4,0,0,0,0,0,0,0,75,464,6.187,45,256,5.689,29,20,6.933,0,1,208,217,9,33,3,32,0,0,2,1,8,6,2,3,49,0,42.333,4,20,2,1,3,1,2,0,0,0,0,0,3,3,0,0,0,4,4,0,5,1,20,2,1,50,0,1,33,30:25,W
NFC,NFC West,SF,REG,13,Levi's Stadium,68500,turf,outdoor,,,,,,16,8,3,5,11,4,36.364,2,2,0,0,0,0,0,0,0,51,164,3.216,18,64,3.556,29,16,3.03,2,4,100,121,21,12,2,12,3,62,0,0,2,2,1,5,47.6,0,41.8,3,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,3,24:41,W
NFC,NFC West,SEA,REG,13,Levi's Stadium,68500,turf,outdoor,,,,,,16,10,5,1,14,5,35.714,4,1,0,1,0,0,0,0,0,60,379,6.317,34,157,4.618,22,15,8.538,0,4,222,236,14,35,4,29,1,23,2,6,6,6,3,4,44.5,0,36.5,14,105,3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,4,4,0,5,1,20,3,1,33.333,0,0,19,35:19,L
AFC,AFC South,JAC,REG,13,EverBank Field,67246,turf,outdoor,,,,,,18,10,6,2,12,3,25,2,1,0,0,0,0,0,0,0,64,258,4.031,22,118,5.364,35,21,3.333,0,7,140,194,54,20,3,20,3,51,0,0,6,6,5,7,52.429,0,45.571,7,49,0,0,3,1,0,0,2,0,0,0,1,1,0,2,0,2,2,0,2,0,0,2,0,0,0,0,25,25:21,W
NFC,NFC East,NYG,REG,13,EverBank Field,67246,turf,outdoor,,,,,,23,14,8,1,15,7,46.667,5,2,0,0,0,0,0,0,0,73,329,4.507,35,116,3.314,34,24,5.605,0,4,213,247,34,48,5,48,1,22,0,0,5,3,2,5,51.8,0,47.8,6,40,3,3,3,1,2,0,0,0,0,0,3,3,0,0,0,2,1,0,4,3,75,2,2,100,0,3,24,34:39,L
AFC,AFC South,HOU,REG,13,NRG Stadium,71054,turf,retractable_dome,,,,,,24,18,5,1,17,11,64.706,9,2,0,1,1,100,0,1,0,69,457,6.623,36,99,2.75,33,24,10.848,0,0,358,358,0,120,2,20,1,7,3,100,8,8,6,3,45.667,0,38.667,5,40,1,1,6,6,0,0,0,0,0,0,6,6,0,0,0,2,1,1,5,4,80,4,4,100,0,1,45,33:16,W
AFC,AFC South,TEN,REG,13,NRG Stadium,71054,turf,retractable_dome,,,,,,19,10,6,3,9,3,33.333,2,1,0,0,0,0,0,0,0,56,320,5.714,22,83,3.773,31,19,6.971,3,3,237,275,38,21,1,21,2,71,0,0,4,3,3,5,45.2,0,41.2,6,66,1,1,3,2,0,0,1,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,21,26:44,L
AFC,AFC North,PIT,REG,13,Heinz Field,65050,turf,outdoor,,,,,,36,25,6,5,14,6,42.857,4,2,0,1,0,0,0,0,0,82,538,6.561,23,103,4.478,58,32,7.373,2,1,435,435,0,15,2,15,3,87,0,0,6,5,2,2,37.5,0,37.5,5,28,0,0,3,2,1,0,0,0,0,0,1,1,0,2,2,4,3,0,4,3,75,3,3,100,0,2,32,33:59,L
NFC,NFC South,NO,REG,13,Heinz Field,65050,turf,outdoor,,,,,,20,13,5,2,10,4,40,3,1,0,0,0,0,0,0,0,54,393,7.278,26,143,5.5,27,19,8.929,0,1,250,257,7,6,0,0,3,75,2,6,6,5,3,6,48.5,0,46,11,77,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,4,100,2,2,100,0,0,35,26:01,W
AFC,AFC East,BUF,REG,13,Ralph Wilson Stadium,73079,artificial,outdoor,,,,,,15,9,2,4,15,2,13.333,1,1,0,2,2,100,2,0,0,62,287,4.629,30,106,3.533,31,17,5.656,2,1,181,190,9,85,5,47,0,0,2,38,7,7,5,5,45.8,0,42,6,45,1,0,2,1,0,0,1,0,0,0,2,2,0,0,0,5,4,1,5,1,20,1,1,100,0,2,26,30:55,W
AFC,AFC North,CLE,REG,13,Ralph Wilson Stadium,73079,artificial,outdoor,,,,,,19,13,4,2,12,3,25,3,0,0,1,0,0,0,0,0,66,315,4.773,26,74,2.846,38,23,6.025,2,2,241,255,14,19,3,19,2,44,2,0,3,3,3,6,42.333,0,34.5,10,76,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,3,1,33.333,1,0,0,0,3,10,29:05,L
NFC,NFC North,MIN,REG,13,TCF Bank Stadium,52000,artificial,outdoor,,,,,,12,8,3,1,11,4,36.364,3,1,0,0,0,0,0,0,0,48,210,4.375,24,92,3.833,21,15,4.917,0,3,118,138,20,68,2,45,1,28,1,23,6,4,3,6,41.833,0,38.5,5,25,3,0,4,2,0,0,0,0,0,0,4,4,0,0,0,1,1,0,2,2,100,1,1,100,0,0,31,24:12,W
NFC,NFC South,CAR,REG,13,TCF Bank Stadium,52000,artificial,outdoor,,,,,,23,10,12,1,16,7,43.75,2,5,0,1,1,100,1,0,0,72,348,4.833,33,178,5.394,35,18,4.359,1,4,170,194,24,0,0,0,3,43,0,0,4,4,3,4,24.333,2,16.833,4,35,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,2,0,0,0,0,0,0,1,13,35:48,L
AFC,AFC North,BAL,REG,13,M&T Bank Stadium,71008,artificial,outdoor,,,,,,24,13,6,5,12,7,58.333,5,2,0,0,0,0,0,0,0,63,350,5.556,32,125,3.906,31,19,7.258,0,0,225,225,0,10,1,10,7,175,1,0,8,8,6,1,39,0,39,14,98,0,0,3,2,1,0,0,0,0,0,3,3,0,0,0,4,4,0,9,3,33.333,2,1,50,0,0,33,30:11,L
AFC,AFC West,SD,REG,13,M&T Bank Stadium,71008,artificial,outdoor,,,,,,31,20,5,6,11,9,81.818,7,2,0,0,0,0,0,0,0,65,440,6.769,18,64,3.556,45,34,8,1,2,376,383,7,0,0,0,2,48,0,0,7,3,0,1,54,0,44,8,91,1,1,4,3,1,0,0,0,0,0,4,4,0,0,0,2,2,0,5,3,60,1,1,100,0,2,34,29:49,W
NFC,NFC South,TB,REG,13,Raymond James Stadium,65890,turf,outdoor,,,,,,14,7,4,3,11,2,18.182,1,1,0,1,0,0,0,0,0,55,263,4.782,25,75,3,29,15,6.267,1,1,188,190,2,79,3,21,2,27,3,58,4,4,2,6,41.5,0,38.333,13,94,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2,2,0,3,1,33.333,2,1,50,0,1,13,29:23,L
AFC,AFC North,CIN,REG,13,Raymond James Stadium,65890,turf,outdoor,,,,,,19,10,7,2,11,5,45.455,4,1,0,0,0,0,0,0,0,58,288,4.966,28,112,4,28,20,5.867,3,2,176,187,11,2,3,-1,2,55,1,3,3,1,1,6,48.167,0,41.333,10,73,0,0,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,100,1,1,100,0,3,14,30:37,W
AFC,AFC South,IND,REG,13,Lucas Oil Stadium,67000,artificial,retractable_dome,,,,,,19,14,4,1,8,5,62.5,4,1,0,0,0,0,0,0,0,49,487,9.939,21,126,6,27,19,12.893,1,1,361,370,9,13,3,13,5,156,0,0,8,8,7,3,46,0,40.333,10,94,3,2,7,5,1,0,1,0,0,0,7,7,0,0,0,0,0,0,1,1,100,1,1,100,0,3,49,23:55,W
NFC,NFC East,WAS,REG,13,Lucas Oil Stadium,67000,artificial,retractable_dome,,,,,,24,15,4,5,15,5,33.333,4,1,0,2,0,0,0,0,0,74,425,5.743,21,84,4,47,31,6.434,0,6,341,392,51,25,2,17,1,18,1,8,6,4,1,6,46.5,0,41,10,78,5,1,3,3,0,0,0,0,0,0,3,3,0,0,0,2,2,0,5,2,40,1,0,0,0,1,27,36:05,L
NFC,NFC West,STL,REG,13,Edward Jones Dome,66000,artificial,dome,,,,,,17,9,6,2,8,1,12.5,1,0,0,0,0,0,0,0,0,49,348,7.102,26,172,6.615,22,13,7.652,0,1,176,183,7,84,4,19,0,0,3,65,9,9,5,6,45.833,0,41.833,8,60,2,0,7,2,4,1,0,0,0,0,7,7,0,0,0,1,1,0,5,4,80,3,3,100,0,0,52,23:04,W
AFC,AFC West,OAK,REG,13,Edward Jones Dome,66000,artificial,dome,,,,,,17,12,2,3,18,4,22.222,4,0,0,1,0,0,0,0,0,75,244,3.253,21,61,2.905,48,29,3.389,3,6,183,230,47,4,2,4,4,53,0,0,1,1,1,8,44.125,0,39.25,8,73,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,36:56,L
NFC,NFC South,ATL,REG,13,Georgia Dome,74228,artificial,dome,,,,,,22,16,4,2,16,7,43.75,6,1,0,1,1,100,1,0,0,76,500,6.579,34,142,4.176,41,30,8.524,1,1,358,361,3,104,2,68,3,91,2,36,7,7,6,3,53,0,41.667,9,76,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,5,5,0,5,1,20,3,1,33.333,0,1,29,37:03,W
NFC,NFC West,ARI,REG,13,Georgia Dome,74228,artificial,dome,,,,,,18,15,1,2,7,1,14.286,1,0,0,0,0,0,0,0,0,50,329,6.58,11,35,3.182,39,24,7.538,2,0,294,294,0,102,1,14,1,18,1,88,4,3,0,5,48.4,0,30.8,5,34,1,1,2,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,100,1,1,100,0,3,18,22:57,L
NFC,NFC North,GB,REG,13,Lambeau Field,80750,turf,outdoor,,,,,,24,16,6,2,17,10,58.824,8,2,0,0,0,0,0,0,0,70,478,6.829,29,130,4.483,38,24,8.488,0,3,348,368,20,0,0,0,4,90,0,0,7,3,2,1,38,0,35,4,22,1,0,2,2,0,0,0,0,0,0,2,2,0,0,0,5,4,0,4,0,0,1,0,0,0,0,26,36:35,W
AFC,AFC East,NE,REG,13,Lambeau Field,80750,turf,outdoor,,,,,,20,14,5,1,10,4,40,3,1,0,1,1,100,1,0,0,54,320,5.926,18,84,4.667,35,22,6.556,0,1,236,245,9,3,1,3,4,76,0,0,4,2,0,4,36,0,36,4,25,0,0,3,2,1,0,0,0,0,0,3,3,0,0,0,1,0,0,3,3,100,2,2,100,0,0,21,23:25,L
AFC,AFC West,KC,REG,13,Arrowhead Stadium,79451,turf,outdoor,,,,,,11,8,2,1,9,1,11.111,1,0,0,2,1,50,0,1,0,44,151,3.432,15,41,2.733,23,15,3.793,1,6,110,153,43,0,1,0,8,199,0,0,4,2,0,5,43.6,0,35.4,5,35,2,2,2,2,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,100,0,0,0,0,3,16,21:13,L
AFC,AFC West,DEN,REG,13,Arrowhead Stadium,79451,turf,outdoor,,,,,,21,11,9,1,21,9,42.857,8,1,0,2,2,100,0,2,0,80,388,4.85,45,214,4.756,34,17,4.971,0,1,174,179,5,44,4,41,4,76,1,3,8,0,0,4,34.75,0,34.75,5,32,1,1,2,2,0,0,0,0,0,0,2,2,0,0,0,5,5,0,7,1,14.286,2,0,0,0,1,29,38:47,W
AFC,AFC East,NYJ,REG,13,MetLife Stadium,82500,artificial,outdoor,,,,,,18,5,13,0,15,7,46.667,4,3,0,0,0,0,0,0,0,64,326,5.094,49,277,5.653,13,7,3.267,1,2,49,65,16,39,3,14,2,33,1,25,4,0,0,4,27.25,0,27.25,7,57,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,4,2,0,1,0,0,0,0,0,0,1,13,32:35,L
AFC,AFC East,MIA,REG,13,MetLife Stadium,82500,artificial,outdoor,,,,,,16,9,5,2,13,5,38.462,4,1,0,0,0,0,0,0,0,55,291,5.291,18,74,4.111,35,25,5.865,1,2,217,235,18,-4,0,0,3,52,1,-4,4,1,1,4,54,0,50.5,3,20,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,4,3,0,2,1,50,1,1,100,0,1,16,27:25,W
NFC,NFC North,CHI,REG,14,Soldier Field,61500,turf,outdoor,,,,,,23,14,5,4,10,2,20,2,0,0,3,3,100,3,0,0,61,376,6.164,15,35,2.333,46,32,7.413,1,0,341,341,0,4,1,4,6,145,0,0,5,0,0,4,33.5,0,33.25,9,54,1,1,4,2,2,0,0,0,0,0,3,2,1,1,1,0,0,0,4,3,75,3,2,66.667,0,2,28,27:32,L
NFC,NFC East,DAL,REG,14,Soldier Field,61500,turf,outdoor,,,,,,21,13,7,1,14,7,50,7,0,0,2,2,100,0,2,0,62,397,6.403,35,194,5.543,26,21,7.519,0,1,203,205,2,1,1,1,2,23,1,0,8,6,2,2,37.5,0,35.5,8,97,0,0,5,3,2,0,0,0,0,0,5,5,0,0,0,2,2,0,6,4,66.667,2,1,50,0,0,41,32:28,W
NFC,NFC North,MIN,REG,14,TCF Bank Stadium,52000,artificial,outdoor,,,,,,19,12,5,2,12,6,50,5,1,0,0,0,0,0,0,0,58,411,7.086,28,114,4.071,27,19,9.9,1,3,297,309,12,37,1,10,7,121,1,27,7,4,2,3,49.333,0,45,6,70,2,1,4,2,0,1,1,0,0,0,3,3,0,0,0,3,1,0,1,0,0,1,0,0,1,2,30,28:47,W
AFC,AFC East,NYJ,REG,14,TCF Bank Stadium,52000,artificial,outdoor,,,,,,19,10,7,2,17,8,47.059,5,3,0,0,0,0,0,0,0,74,410,5.541,42,168,4,29,18,7.563,1,3,242,254,12,13,2,13,5,117,1,0,7,3,0,4,40,0,37.5,4,40,5,1,1,1,0,0,0,0,0,0,1,1,0,0,0,5,5,0,5,0,0,1,0,0,0,2,24,35:52,L
NFC,NFC South,NO,REG,14,Mercedes-Benz Superdome,76468,artificial,dome,,,,,,18,11,7,0,14,5,35.714,4,1,0,2,1,50,0,1,0,68,310,4.559,17,92,5.412,49,29,4.275,1,2,218,235,17,68,3,68,1,28,0,0,3,2,2,5,44,0,42.6,4,30,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,1,0,3,1,33.333,1,1,100,0,2,10,24:00,L
NFC,NFC South,CAR,REG,14,Mercedes-Benz Superdome,76468,artificial,dome,,,,,,24,11,11,2,15,7,46.667,3,4,0,0,0,0,0,0,0,73,497,6.808,40,271,6.775,33,21,6.848,0,0,226,226,0,7,2,7,0,0,1,0,8,8,7,4,39.5,0,22.5,6,55,2,0,5,3,2,0,0,0,0,0,5,5,0,0,0,2,2,0,5,3,60,0,0,0,0,0,41,36:00,W
AFC,AFC East,MIA,REG,14,Sun Life Stadium,76100,turf,outdoor,,,,,,16,10,5,1,12,4,33.333,3,1,0,1,0,0,0,0,0,55,249,4.527,16,63,3.938,33,23,4.769,0,6,186,227,41,12,3,12,2,61,1,0,4,4,4,5,51.4,0,45.8,6,30,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,2,1,50,2,1,50,0,0,13,29:42,L
AFC,AFC North,BAL,REG,14,Sun Life Stadium,76100,turf,outdoor,,,,,,26,15,11,0,12,5,41.667,3,2,0,1,1,100,0,1,0,65,447,6.877,31,183,5.903,33,25,7.765,1,1,264,269,5,8,2,8,0,0,0,0,5,5,3,4,45.25,0,42.25,7,36,0,0,4,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,5,4,80,3,3,100,0,1,28,30:18,W
AFC,AFC North,CLE,REG,14,FirstEnergy Stadium,71516,turf,outdoor,,,,,,14,7,6,1,15,4,26.667,3,1,0,0,0,0,0,0,0,63,248,3.937,32,115,3.594,30,13,4.29,2,1,133,136,3,120,4,65,5,99,2,55,5,5,0,9,45.222,0,42.556,7,85,0,0,3,0,1,1,1,0,0,0,3,3,0,0,0,2,1,0,2,1,50,1,1,100,0,2,24,31:56,L
AFC,AFC South,IND,REG,14,FirstEnergy Stadium,71516,turf,outdoor,,,,,,23,14,6,3,16,5,31.25,3,2,0,1,1,100,0,1,0,76,362,4.763,20,93,4.65,53,24,4.804,2,3,269,294,25,4,3,4,5,141,2,0,6,5,1,7,47,0,37.714,6,40,4,2,3,2,1,0,0,0,0,0,1,1,0,2,0,2,2,0,3,2,66.667,1,1,100,0,4,25,28:04,W
NFC,NFC East,WAS,REG,14,FedEx Field,83000,turf,outdoor,,,,,,13,11,2,0,12,3,25,3,0,0,3,0,0,0,0,0,55,206,3.745,12,27,2.25,36,23,4.163,2,7,179,232,53,3,2,3,4,91,0,0,1,0,0,6,45.833,0,22,5,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27:11,L
NFC,NFC West,STL,REG,14,FedEx Field,83000,turf,outdoor,,,,,,19,11,6,2,12,6,50,5,1,0,0,0,0,0,0,0,56,329,5.875,30,131,4.367,22,16,7.615,0,4,198,213,15,164,4,143,1,20,2,21,5,5,1,4,43.5,0,42.75,11,98,2,0,3,2,0,0,0,1,0,0,2,1,0,1,1,3,1,0,3,1,33.333,2,1,50,0,0,24,32:49,W
AFC,AFC South,JAC,REG,14,EverBank Field,67246,turf,outdoor,,,,,,17,10,4,3,15,5,33.333,4,1,0,2,0,0,0,0,0,66,262,3.97,22,74,3.364,40,20,4.273,1,4,188,205,17,15,2,15,4,111,0,0,4,4,2,4,48.25,0,38,6,40,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,3,1,33.333,1,1,100,0,1,13,27:31,L
AFC,AFC South,HOU,REG,14,EverBank Field,67246,turf,outdoor,,,,,,19,7,9,3,14,3,21.429,1,2,0,2,2,100,0,2,0,63,304,4.825,43,169,3.93,19,13,6.75,0,1,135,135,0,27,1,21,2,42,1,6,6,4,2,5,47.6,0,44.6,7,64,1,0,3,0,3,0,0,0,0,0,3,3,0,0,0,2,2,0,3,3,100,3,3,100,0,0,27,32:29,W
AFC,AFC North,CIN,REG,14,Paul Brown Stadium,65535,artificial,outdoor,,,,,,16,10,6,0,11,3,27.273,2,1,0,1,0,0,0,0,0,59,408,6.915,21,86,4.095,35,25,8.474,0,3,322,327,5,45,4,45,4,91,0,0,4,4,3,7,46,0,44,7,54,3,2,3,2,1,0,0,0,0,0,3,3,0,0,0,0,0,0,1,1,100,0,0,0,0,2,21,27:15,L
AFC,AFC North,PIT,REG,14,Paul Brown Stadium,65535,artificial,outdoor,,,,,,25,16,8,1,16,8,50,8,0,0,0,0,0,0,0,0,70,543,7.757,31,193,6.226,39,25,8.974,0,0,350,350,0,14,3,14,1,19,0,0,8,6,4,6,47.5,0,36.667,3,20,0,0,5,3,2,0,0,0,0,0,4,4,0,1,1,2,2,0,4,3,75,2,1,50,0,0,42,32:45,W
AFC,AFC South,TEN,REG,14,LP Field,69143,turf,outdoor,,,,,,12,9,2,1,13,2,15.385,1,1,0,3,1,33.333,1,0,0,57,207,3.632,14,61,4.357,35,23,3.395,2,8,146,206,60,27,1,4,4,63,1,23,2,2,1,6,47.333,0,39.167,5,39,2,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,7,25:17,W
NFC,NFC East,NYG,REG,14,LP Field,69143,turf,outdoor,,,,,,19,13,6,0,18,8,44.444,6,2,0,0,0,0,0,0,0,73,402,5.507,30,142,4.733,43,26,6.047,1,0,260,260,0,75,4,49,1,20,2,26,9,6,5,4,46.5,0,40.5,7,70,0,0,3,1,1,0,1,0,0,0,3,3,0,0,0,5,5,0,5,1,20,2,0,0,0,1,36,34:43,L
NFC,NFC North,DET,REG,14,Ford Field,65000,artificial,dome,,,,,,22,19,3,0,15,7,46.667,6,1,0,2,0,0,0,0,0,69,407,5.899,31,113,3.645,34,26,7.737,0,4,294,311,17,21,2,10,2,67,2,11,7,7,6,3,51.667,0,45,9,122,3,1,4,3,1,0,0,0,0,0,4,4,0,0,0,2,2,0,5,4,80,5,4,80,0,1,34,36:35,W
NFC,NFC South,TB,REG,14,Ford Field,65000,artificial,dome,,,,,,15,11,0,4,14,4,28.571,4,0,0,1,0,0,0,0,0,59,233,3.949,14,26,1.857,39,20,4.6,2,6,207,250,43,0,0,0,1,23,0,0,4,2,2,6,42.5,0,40.833,5,50,1,1,2,2,0,0,0,0,0,0,2,2,0,0,0,1,1,0,2,1,50,1,1,100,0,3,17,23:25,L
NFC,NFC West,ARI,REG,14,University of Phoenix Stadium,63400,turf,retractable_dome,,,,,,18,9,7,2,15,6,40,5,1,0,0,0,0,0,0,0,65,366,5.631,33,141,4.273,30,15,7.031,0,2,225,239,14,32,2,6,2,64,1,26,5,5,0,4,45.75,0,44.75,6,40,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,5,3,0,5,1,20,1,0,0,0,0,17,30:01,W
AFC,AFC West,KC,REG,14,University of Phoenix Stadium,63400,turf,retractable_dome,,,,,,19,13,4,2,14,6,42.857,4,2,0,2,0,0,0,0,0,61,390,6.393,17,126,7.412,39,26,6,1,5,264,293,29,4,3,4,5,150,0,0,3,3,1,4,49.25,0,42.75,9,75,1,1,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,50,0,0,0,0,2,14,29:59,L
AFC,AFC West,DEN,REG,14,Sports Authority Field at Mile High,76125,turf,outdoor,,,,,,15,3,10,2,10,4,40,0,4,0,0,0,0,0,0,0,49,306,6.245,29,133,4.586,20,14,8.65,2,0,173,173,0,45,1,7,2,50,2,38,5,5,4,3,49.667,0,43,5,45,1,1,3,0,3,0,0,0,0,0,3,3,0,0,0,1,1,0,3,3,100,2,2,100,0,3,24,26:31,W
AFC,AFC East,BUF,REG,14,Sports Authority Field at Mile High,76125,turf,outdoor,,,,,,24,18,6,0,16,9,56.25,8,1,0,3,2,66.667,2,0,0,77,415,5.39,16,74,4.625,57,38,5.59,2,4,341,355,14,57,0,0,1,27,2,57,4,1,1,3,34,0,31.667,11,98,2,1,2,1,1,0,0,0,0,0,2,2,0,0,0,1,1,0,3,2,66.667,2,2,100,0,3,17,33:29,L
NFC,NFC East,PHI,REG,14,Lincoln Financial Field,68532,turf,outdoor,,,,,,9,5,3,1,11,2,18.182,1,1,0,1,1,100,0,1,0,45,139,3.089,22,57,2.591,20,10,3.565,1,3,82,96,14,0,1,0,4,104,0,0,3,2,0,8,43.875,0,43.25,4,69,2,1,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,100,1,1,100,0,2,14,18:04,L
NFC,NFC West,SEA,REG,14,Lincoln Financial Field,68532,turf,outdoor,,,,,,28,15,10,3,16,7,43.75,3,4,0,1,0,0,0,0,0,85,440,5.176,46,188,4.087,37,22,6.462,0,2,252,263,11,5,3,5,3,53,1,0,5,4,1,6,37.833,0,34.5,8,67,2,2,3,2,1,0,0,0,0,0,3,3,0,0,0,1,1,0,1,1,100,0,0,0,0,2,24,41:56,W
AFC,AFC West,OAK,REG,14,O.co Coliseum,53200,turf,outdoor,,,,,,19,13,5,1,13,6,46.154,6,0,0,1,0,0,0,0,0,60,330,5.5,31,85,2.742,28,22,8.448,0,1,245,254,9,22,3,19,3,53,2,3,5,4,2,5,46.8,0,42.2,10,84,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,1,1,0,4,3,75,3,2,66.667,0,0,24,32:55,W
NFC,NFC West,SF,REG,14,O.co Coliseum,53200,turf,outdoor,,,,,,18,10,5,3,11,3,27.273,2,1,0,1,1,100,1,0,0,56,248,4.429,18,97,5.389,33,18,3.974,2,5,151,174,23,23,1,23,3,92,0,0,4,1,0,4,52.5,0,42.75,7,50,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,3,2,0,2,1,50,2,1,50,0,2,13,27:05,L
AFC,AFC West,SD,REG,14,Qualcomm Stadium,70561,turf,outdoor,,,,,,13,8,2,3,13,4,30.769,4,0,0,1,0,0,0,0,0,54,216,4,17,53,3.118,33,20,4.405,1,4,163,189,26,7,2,7,2,33,1,0,3,1,0,7,35.75,1,33.25,8,61,1,0,2,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,1,100,0,0,0,0,1,14,25:27,L
AFC,AFC East,NE,REG,14,Qualcomm Stadium,70561,turf,outdoor,,,,,,24,13,6,5,16,7,43.75,3,4,0,0,0,0,0,0,0,73,397,5.438,28,87,3.107,44,28,6.889,1,1,310,317,7,20,4,20,3,61,1,0,6,5,4,5,49.4,0,44,6,70,1,1,2,2,0,0,0,0,0,0,2,2,0,0,0,3,3,0,4,1,25,2,0,0,0,2,23,34:33,W
